time,open,high,low,close,volume
1788843600,7788.25,7788.25,7782.5,7784.25,40
1788845400,7780.0,7780.25,7772.5,7772.5,69
1788847200,7773.25,7773.75,7762.0,7766.0,92
1788849000,7764.0,7771.0,7762.5,7770.0,41
1788850800,7771.25,7777.75,7770.25,7772.5,49
1788852600,7768.0,7768.0,7756.5,7758.5,140
1788854400,7759.75,7763.5,7754.5,7758.25,87
1788856200,7756.75,7761.25,7755.25,7758.25,51
1788858000,7760.0,7767.0,7759.75,7766.75,53
1788859800,7768.0,7775.25,7768.0,7775.25,69
1788861600,7775.25,7784.75,7770.75,7774.5,110
1788863400,7773.25,7773.25,7764.0,7767.75,27
1788865200,7766.5,7768.25,7761.0,7766.0,35
1788867000,7764.5,7771.75,7763.5,7771.0,50
1788868800,7771.0,7772.0,7765.0,7770.75,56
1788870600,7773.75,7781.25,7773.75,7781.25,100
1788872400,7780.5,7782.5,7777.5,7780.0,175
1788874200,7780.25,7784.25,7755.75,7761.0,700
1788876000,7762.75,7763.75,7747.0,7754.0,474
1788877800,7755.0,7766.5,7754.0,7763.5,480
1788879600,7764.0,7770.75,7760.5,7766.25,286
1788881400,7766.25,7768.0,7760.75,7763.75,159
1788883200,7760.5,7764.75,7755.25,7760.0,202
1788885000,7758.75,7763.5,7752.0,7756.5,235
1788886800,7757.0,7768.75,7757.0,7762.5,122
1788888600,7762.5,7766.25,7761.75,7763.5,87
1788890400,7763.0,7766.0,7762.5,7763.5,60
1788892200,7764.0,7764.0,7743.25,7755.25,360
1788894000,7755.25,7758.25,7752.5,7757.25,473
1788895800,7757.0,7758.75,7739.25,7747.75,400
1788897600,7747.0,7749.0,7740.75,7742.0,192
1788899400,7742.5,7746.5,7741.0,7746.5,103
1788904800,7746.5,7751.75,7744.5,7746.5,82
1788906600,7745.25,7749.5,7745.0,7749.5,84
1788908400,7749.75,7749.75,7744.75,7744.75,31
1788910200,7744.75,7744.75,7740.0,7741.5,210
1788912000,7741.75,7750.25,7741.75,7744.25,40
1788913800,7743.0,7749.5,7742.5,7749.5,36
1788915600,7749.5,7754.0,7749.0,7753.5,36
1788917400,7753.25,7754.5,7751.0,7751.5,40
1788919200,7752.5,7753.5,7749.75,7752.25,24
1788921000,7752.0,7754.25,7752.0,7753.0,65
1788922800,7753.25,7753.25,7750.75,7752.25,26
1788924600,7752.5,7752.5,7749.25,7750.0,19
1788926400,7750.0,7753.0,7747.5,7753.0,45
1788928200,7751.75,7756.0,7751.75,7755.5,85
1788930000,7754.25,7755.0,7750.75,7750.75,10
1788931800,7751.25,7757.75,7751.25,7756.5,33
1788933600,7757.25,7758.0,7752.0,7752.0,76
1788935400,7752.0,7755.25,7752.0,7752.0,38
1788937200,7750.0,7757.5,7750.0,7757.5,60
1788939000,7757.0,7757.0,7748.5,7751.5,32
1788940800,7752.0,7754.25,7750.75,7750.75,18
1788942600,7749.75,7750.0,7745.0,7748.25,85
1788944400,7748.5,7750.5,7742.0,7744.5,51
1788946200,7745.0,7745.75,7723.75,7725.5,400
1788948000,7726.0,7731.75,7722.75,7727.5,143
1788949800,7727.25,7727.25,7713.75,7716.75,181
1788951600,7717.5,7725.0,7715.25,7723.25,92
1788953400,7721.5,7730.0,7718.0,7718.75,315
1788955200,7719.25,7719.25,7711.5,7713.5,181
1788957000,7713.25,7723.5,7713.25,7722.5,122
1788958800,7723.25,7729.25,7721.75,7727.75,210
1788960600,7726.75,7730.25,7719.5,7727.75,959
1788962400,7728.25,7728.25,7710.0,7725.25,820
1788964200,7725.25,7726.5,7718.5,7723.25,381
1788966000,7724.25,7730.0,7695.0,7701.0,1963
1788967800,7702.0,7717.25,7699.75,7707.75,1168
1788969600,7707.75,7709.75,7698.75,7701.75,340
1788971400,7702.25,7714.5,7702.25,7711.0,196
1788973200,7712.0,7718.5,7709.5,7715.0,499
1788975000,7715.75,7718.75,7709.75,7716.75,151
1788976800,7715.75,7717.25,7708.75,7714.25,132
1788978600,7713.25,7719.75,7711.75,7715.25,249
1788980400,7715.0,7720.0,7711.5,7716.25,588
1788982200,7718.0,7718.0,7707.0,7711.5,357
1788984000,7711.0,7716.0,7708.25,7710.75,120
1788985800,7710.5,7715.75,7710.5,7713.25,42
1788991200,7715.5,7718.0,7712.5,7712.75,73
