time,open,high,low,close,volume
1788843600,4447.8,4448.6,4430.9,4430.9,539
1788845400,4430.0,4439.0,4427.8,4429.0,613
1788847200,4429.6,4430.5,4409.5,4410.6,1193
1788849000,4410.2,4419.3,4408.4,4414.4,615
1788850800,4413.9,4419.8,4410.7,4412.2,345
1788852600,4413.0,4416.0,4400.1,4402.0,642
1788854400,4402.0,4406.4,4398.0,4405.0,449
1788856200,4404.4,4408.5,4401.3,4404.1,239
1788858000,4402.1,4409.3,4401.2,4402.4,304
1788859800,4402.2,4415.5,4401.9,4413.0,389
1788861600,4412.5,4417.7,4403.8,4408.7,346
1788863400,4409.5,4410.3,4404.1,4405.4,163
1788865200,4405.8,4413.5,4401.3,4411.6,331
1788867000,4412.3,4418.3,4408.2,4417.1,455
1788868800,4416.9,4416.9,4395.6,4411.7,954
1788870600,4412.4,4422.5,4405.7,4422.4,954
1788872400,4422.4,4423.9,4409.7,4411.0,815
1788874200,4411.5,4418.3,4401.0,4406.3,1341
1788876000,4406.0,4415.0,4402.5,4408.0,1005
1788877800,4408.5,4412.3,4400.2,4409.5,672
1788879600,4410.0,4420.5,4408.0,4410.0,798
1788881400,4411.5,4415.3,4406.1,4406.2,305
1788883200,4406.3,4406.7,4390.7,4405.4,1385
1788885000,4404.9,4409.5,4401.0,4405.0,530
1788886800,4404.7,4414.4,4402.9,4404.8,416
1788888600,4405.2,4406.0,4396.0,4400.8,434
1788890400,4400.8,4400.9,4394.5,4396.1,348
1788892200,4394.9,4397.8,4368.8,4386.6,1484
1788894000,4385.6,4388.0,4377.6,4379.9,600
1788895800,4379.9,4381.0,4368.0,4370.4,888
1788897600,4370.8,4375.3,4366.2,4367.7,642
1788899400,4368.5,4369.8,4351.5,4366.5,653
1788904800,4365.8,4369.2,4362.8,4364.2,411
1788906600,4365.0,4366.2,4360.2,4364.1,316
1788908400,4363.8,4367.4,4361.3,4367.4,226
1788910200,4367.1,4370.0,4359.0,4359.5,590
1788912000,4359.8,4362.8,4351.0,4356.9,1086
1788913800,4357.2,4375.8,4353.7,4374.9,975
1788915600,4375.0,4383.2,4364.0,4381.8,1575
1788917400,4381.9,4388.2,4380.5,4383.8,983
1788919200,4383.5,4386.6,4380.8,4382.7,326
1788921000,4383.2,4394.4,4377.1,4392.2,923
1788922800,4392.5,4392.7,4385.4,4388.4,351
1788924600,4388.4,4390.1,4385.0,4385.0,321
1788926400,4385.0,4390.5,4380.3,4390.0,515
1788928200,4389.4,4392.8,4386.2,4391.0,294
1788930000,4392.0,4397.9,4390.3,4395.4,454
1788931800,4398.0,4410.4,4394.6,4408.2,588
1788933600,4408.2,4414.8,4404.6,4407.7,620
1788935400,4407.6,4415.9,4406.8,4410.2,423
1788937200,4410.0,4418.6,4409.5,4417.3,354
1788939000,4417.6,4422.3,4415.8,4418.9,508
1788940800,4418.5,4421.4,4409.8,4410.7,449
1788942600,4410.3,4413.5,4408.8,4410.3,408
1788944400,4410.6,4412.3,4407.0,4407.9,307
1788946200,4408.2,4408.9,4398.9,4401.0,391
1788948000,4400.6,4405.5,4396.3,4404.2,397
1788949800,4404.3,4412.7,4403.3,4409.0,466
1788951600,4409.6,4419.0,4409.6,4418.0,465
1788953400,4417.0,4425.7,4413.5,4417.5,893
1788955200,4417.9,4419.5,4403.9,4403.9,958
1788957000,4404.0,4412.9,4401.1,4410.6,868
1788958800,4409.9,4441.0,4409.2,4439.7,1580
1788960600,4440.7,4444.6,4421.0,4425.3,2358
1788962400,4425.3,4438.9,4419.2,4436.1,1575
1788964200,4436.0,4437.5,4425.3,4429.0,863
1788966000,4429.8,4442.8,4385.6,4405.2,3228
1788967800,4405.8,4417.9,4402.9,4408.8,1462
1788969600,4409.0,4413.4,4402.1,4412.2,715
1788971400,4411.7,4421.3,4409.6,4420.9,848
1788973200,4420.7,4431.7,4420.1,4425.8,1138
1788975000,4425.8,4428.2,4423.0,4426.8,374
1788976800,4427.3,4432.8,4427.1,4428.5,341
1788978600,4429.4,4429.4,4412.7,4414.6,553
1788980400,4414.6,4416.4,4408.2,4411.1,723
1788982200,4410.5,4413.1,4407.5,4410.6,426
1788984000,4410.5,4410.5,4404.9,4406.1,257
1788985800,4406.9,4414.0,4406.9,4413.9,344
1788991200,4413.9,4417.8,4410.8,4412.5,292
1788993000,4412.8,4414.5,4407.8,4410.5,222
1788994800,4411.9,4413.7,4405.6,4407.5,345
1788996600,4408.3,4409.4,4403.0,4403.8,408
1788998400,4404.0,4408.4,4399.5,4402.7,761
1789000200,4403.0,4414.6,4401.0,4411.0,636
1789002000,4410.5,4428.1,4410.0,4420.0,1424
1789003800,4419.8,4423.6,4414.3,4421.8,826
1789005600,4421.9,4428.3,4417.4,4426.4,871
1789007400,4426.9,4430.3,4420.6,4427.1,546
1789009200,4428.6,4430.4,4418.5,4419.4,574
1789011000,4419.1,4421.9,4415.8,4418.4,422
1789012800,4418.2,4424.5,4418.2,4420.8,392
1789014600,4421.1,4422.6,4414.7,4417.6,432
1789016400,4417.4,4429.9,4417.3,4429.9,453
1789018200,4430.0,4440.6,4426.6,4440.6,911
1789020000,4441.0,4444.6,4420.6,4427.0,979
1789021800,4427.0,4438.1,4422.5,4433.9,825
1789023600,4435.3,4435.3,4417.9,4418.1,473
1789025400,4418.4,4424.4,4413.0,4420.9,430
1789027200,4421.1,4421.6,4412.6,4413.7,331
1789029000,4415.1,4415.1,4401.1,4403.5,941
1789030800,4404.4,4405.5,4398.7,4401.5,772
1789032600,4400.8,4404.6,4397.1,4402.0,417
1789034400,4402.6,4408.9,4398.6,4402.7,731
1789036200,4403.1,4403.3,4383.4,4388.0,1186
1789038000,4388.6,4397.4,4384.0,4394.3,694
1789039800,4394.1,4399.4,4381.7,4383.1,841
1789041600,4383.0,4386.0,4370.3,4373.5,1414
1789043400,4373.6,4389.4,4332.3,4348.9,4642
